Assessment_ID,Intake_Proficiency_Score,Intake_Applications_Score,Outcome_Proficiency_Score,Outcome_Applications_Score
P68139,0.538,0.459,0.75,0.791
P76151,0.432,0.429,0.823,0.709
D81808,0.303,0.197,0.729,0.648
A13194,0.502,0.39,0.711,0.656
A72705,0.409,0.479,0.726,0.764
A16399,0.431,0.379,0.798,0.811
D67715,0.409,0.405,0.744,0.707
X71314,0.584,0.468,0.696,0.637
D44954,0.667,0.525,0.813,0.716
A15056,0.714,0.655,0.887,0.841
A61945,0.23,0.294,0.552,0.458
S93185,0.227,0.214,0.787,0.669
P39771,0.189,0.14,0.422,0.5
D99978,0.233,0.195,0.919,0.849
S22741,0.404,0.364,0.684,0.783
P79779,0.484,0.357,0.637,0.54
S57812,0.105,0.204,0.438,0.394
X66448,0.575,0.472,0.773,0.799
D34859,0.453,0.344,0.684,0.6
P15633,0.381,0.476,0.738,0.734
X73397,0.257,0.156,0.892,0.755
S25065,0.29,0.235,0.77,0.768
A46289,0.713,0.53,0.822,0.704
A66342,0.435,0.12,0.779,0.741
X91965,0.242,0.226,0.187,0.395
D50919,0.164,0.252,0.097,0.429
X17010,0.41,0.395,0.739,0.682
P78171,0.657,0.493,0.742,0.689
P79264,0.43,0.164,0.874,0.705
D43412,0.657,0.569,0.788,0.737
A57399,0.237,0.144,0.859,0.67
S72321,0.632,0.419,0.784,0.647
A51295,0.181,0.243,0.606,0.511
A32433,0.692,0.526,0.831,0.64
A83422,0.258,0.216,0.747,0.709
A42218,0.591,0.498,0.683,0.67
P51145,0.607,0.44,0.798,0.677
D93944,0.59,0.521,0.831,0.815
S25905,0.278,0.269,0.701,0.744
P30035,0.172,0.199,0.908,1.0
D76535,0.598,0.484,0.752,0.717
X25465,0.18,0.16,0.573,0.482
X80734,0.439,0.462,0.657,0.744
X74267,0.311,0.209,0.752,0.788
X97476,0.545,0.373,0.836,0.688
D68306,0.355,0.431,0.631,0.779
X81846,0.106,0.211,0.554,0.421
S12201,0.344,0.2,0.892,0.926
X90025,0.818,0.7,0.913,0.837
D98248,0.527,0.435,0.772,0.747
S85987,0.431,0.467,0.745,0.73
A12662,0.519,0.337,0.778,0.753
S96687,0.347,0.554,0.529,0.748
A17372,0.478,0.406,0.863,0.751
P64711,0.461,0.376,0.666,0.609
X18869,0.301,0.213,0.782,0.809
S22566,0.582,0.37,0.772,0.656
P68971,0.235,0.14,0.695,0.824
D82819,0.466,0.358,0.665,0.679
D55821,0.3,0.156,0.771,0.709
S39505,0.116,0.212,0.702,0.783
P81795,0.645,0.544,0.722,0.79
A63901,0.498,0.403,0.741,0.719
P49307,0.171,0.196,0.843,0.924
X46233,0.631,0.439,0.7,0.658
X62816,0.355,0.182,0.77,0.81
D60123,0.29,0.198,1.0,1.0
S41089,0.764,0.672,0.936,0.898
A70631,0.613,0.546,0.866,0.658
P80496,0.193,0.182,0.845,0.857
S30888,0.635,0.497,0.828,0.633
P27589,0.158,0.243,0.293,0.47
P91859,0.431,0.378,0.689,0.711
P43312,0.572,0.551,0.756,0.704
X56348,0.339,0.203,0.886,0.703
A13300,0.525,0.488,0.739,0.665
D86467,0.714,0.475,0.809,0.582
S96560,0.198,0.062,0.407,0.115
S29468,0.593,0.478,0.764,0.726
A72217,0.274,0.24,0.428,0.357
D49061,0.551,0.518,0.761,0.68
A56690,0.229,0.153,0.63,0.431
D50453,0.668,0.488,0.766,0.745
D81096,0.147,0.235,0.895,0.711
S68706,0.54,0.398,0.739,0.7
S18859,0.421,0.439,0.794,0.758
A38127,0.17,0.118,0.41,0.176
D40773,0.517,0.372,0.796,0.59
S74998,0.5,0.401,0.688,0.647
D43583,0.613,0.499,0.766,0.828
X52162,0.293,0.26,0.723,0.699
D99596,0.43,0.401,0.671,0.614
D85594,0.476,0.362,0.74,0.675
A76348,0.453,0.396,0.809,0.875
D65946,0.658,0.452,0.781,0.647
P48005,0.208,0.183,0.567,0.481
A75223,0.189,0.209,1.0,0.94
X52976,0.864,0.697,0.953,0.904
X65178,0.587,0.456,0.669,0.663
S54127,0.23,0.179,0.541,0.374
X72553,0.565,0.356,0.759,0.687
D15389,0.347,0.386,0.511,0.61
P35457,0.322,0.393,0.681,0.72
A69976,0.554,0.464,0.789,0.766
D97206,0.611,0.397,0.751,0.626
D93341,0.152,0.191,0.344,0.495
D15043,0.684,0.473,0.8,0.662
D37361,0.499,0.487,0.89,0.74
D77675,0.233,0.175,0.455,0.554
S79134,0.644,0.594,0.764,0.729
D56548,0.533,0.365,0.816,0.815
X89642,0.613,0.436,0.737,0.707
P64821,0.512,0.472,0.715,0.69
D64049,0.627,0.523,0.755,0.728
S12020,0.072,0.188,0.577,0.447
S53271,0.506,0.394,0.759,0.74
X66261,0.729,0.731,0.846,0.897
P51548,0.236,0.303,0.259,0.284
P19607,0.735,0.625,0.809,0.755
D14945,1.01,0.66,1.0,0.775
A47532,0.445,0.416,0.814,0.749
P47031,0.483,0.416,0.869,0.808
A18881,0.436,0.467,0.673,0.764
A65844,0.625,0.517,0.738,0.636
S11580,0.223,0.157,1.0,0.802
P32097,0.506,0.372,0.74,0.726
X98778,0.241,0.142,0.843,0.946
X16580,0.42,0.398,0.787,0.763
A31356,0.402,0.357,0.709,0.702
X69142,0.189,0.142,0.329,0.499
D89358,0.564,0.395,0.754,0.69
S10792,0.328,0.449,0.725,0.595
A18751,0.225,0.189,0.361,0.274
D52823,0.349,0.282,0.774,0.752
A10270,0.6,0.617,0.745,0.739
S48339,0.505,0.301,0.686,0.655
X79370,0.206,0.31,0.921,0.966
A26610,0.443,0.441,0.847,0.622
A95645,0.498,0.391,0.828,0.828
S66501,0.212,0.251,0.458,0.523
P72801,0.245,0.268,0.918,0.806
D23607,0.195,0.285,0.952,0.921
P59107,0.233,0.225,0.469,0.565
D13668,0.547,0.472,0.807,0.785
D34715,0.428,0.296,0.811,0.732
A23601,0.425,0.358,0.82,0.703
A10331,0.212,0.334,0.746,0.644
X65163,0.343,0.194,0.941,0.843
X88533,0.443,0.371,0.722,0.733
A36827,0.188,0.289,0.828,0.855
X33288,0.319,0.245,0.884,0.77
D88046,0.454,0.403,0.679,0.623
P24405,0.627,0.529,0.776,0.7
X25838,0.438,0.442,0.824,0.834
A28405,0.382,0.29,0.692,0.689
D74157,0.629,0.478,0.872,0.776
S36471,0.876,0.715,0.933,0.875
A41904,0.488,0.344,0.785,0.644
D70558,0.232,0.261,0.568,0.539
D27276,0.153,0.255,0.841,0.988
P89321,0.224,0.091,0.49,0.25
A35546,0.358,0.249,0.871,0.802
S93362,0.744,0.491,0.793,0.621
D67949,0.199,0.175,0.355,0.407
X30565,0.639,0.569,0.737,0.789
X80112,0.317,0.231,0.685,0.718
S27392,0.202,0.09,0.482,0.215
P25104,0.562,0.527,0.78,0.778
S12653,0.375,0.094,0.713,0.74
S35052,0.237,0.206,0.35,0.37
X23739,0.473,0.379,0.606,0.666
S87291,0.465,0.43,0.753,0.755
X98443,0.446,0.386,0.569,0.491
S40139,0.597,0.536,0.842,0.841
S98823,0.444,0.467,0.613,0.717
A33064,0.735,0.46,0.88,0.665
S39801,0.357,0.251,0.835,0.855
A66275,0.246,0.245,0.629,0.543
A18389,0.509,0.377,0.844,0.695
S87583,0.476,0.512,0.685,0.738
A49153,0.6,0.421,0.831,0.794
X17329,0.637,0.574,0.774,0.751
S28647,0.357,0.303,0.652,0.812
P15821,0.469,0.33,0.638,0.688
S62846,0.232,0.251,0.98,0.947
P36788,0.455,0.496,0.802,0.687
X46274,0.351,0.353,0.573,0.643
P47152,0.626,0.41,0.8,0.833
D38693,0.199,0.296,0.499,0.596
A51321,0.305,0.107,0.838,1.0
P98917,0.462,0.448,0.797,0.808
X17262,0.614,0.557,0.74,0.722
S91620,0.257,0.151,0.38,0.344
S19250,0.538,0.385,0.816,0.684
P71092,0.42,0.326,0.777,0.724
S17533,0.301,0.193,0.926,0.903
X88095,0.149,0.232,0.535,0.392
P35806,0.502,0.465,0.786,0.733
X26022,0.244,0.271,0.426,0.335
D29030,0.283,0.239,0.867,0.686
P65709,0.431,0.39,0.659,0.663
D59716,0.526,0.413,0.821,0.838
S45063,0.511,0.459,0.812,0.744
S65540,0.44,0.378,0.714,0.698
D64108,0.604,0.514,0.687,0.732
D86938,0.216,0.124,0.583,0.223
D41447,0.175,0.167,0.376,0.258
D92823,0.346,0.199,0.756,0.843
S20296,0.452,0.478,0.715,0.723
S40234,0.444,0.438,0.689,0.658
P91237,0.201,0.164,0.945,1.0
D52749,0.186,0.281,0.387,0.391
X79280,0.366,0.346,0.692,0.58
P76572,0.449,0.337,0.684,0.616
P79172,0.871,0.68,0.964,0.896
A27097,0.6,0.331,0.758,0.852
S75134,0.403,0.466,0.618,0.682
D14527,0.479,0.446,0.829,0.736
A73481,0.335,0.451,0.578,0.698
P54714,0.376,0.417,0.753,0.715
P23322,0.49,0.497,0.763,0.749
S25289,0.392,0.454,0.732,0.804
D82885,0.549,0.272,0.845,0.799
D34672,0.437,0.371,0.691,0.625
X67122,0.517,0.478,0.807,0.813
S25116,0.619,0.408,0.8,0.68
X88746,0.473,0.31,0.716,0.65
D26353,0.604,0.556,0.803,0.66
A95248,0.161,0.238,0.586,0.668
S24500,0.268,0.202,0.654,0.59
X40212,0.191,0.255,0.564,0.56
A33318,0.604,0.455,0.706,0.69
D51865,0.14,0.183,0.572,0.317
S92690,0.263,0.231,1.0,1.0
P86699,0.336,0.219,0.869,0.758
D91807,0.2,0.116,0.971,1.0
A89848,0.769,0.698,0.886,0.819
P62868,0.168,0.287,0.365,0.429
P85560,0.563,0.421,0.851,0.732
S47766,0.513,0.414,0.817,0.752
D29009,0.602,0.493,0.799,0.708
P98467,0.381,0.267,0.967,0.74
X15668,0.119,0.3,0.248,0.547
S51043,0.845,0.65,0.922,0.793
A41819,0.535,0.402,0.773,0.691
X38640,0.608,0.513,0.749,0.772
D19691,0.658,0.468,0.797,0.702
D93148,0.451,0.461,0.807,0.812
D54613,0.577,0.343,0.873,0.772
S96635,0.416,0.481,0.793,0.688
P19565,0.173,0.182,0.4,0.457
A93377,0.336,0.171,0.827,0.845
X98769,0.43,0.406,0.775,0.712
X64079,0.729,0.662,0.876,0.813
D78399,0.682,0.498,0.848,0.728
D71190,0.465,0.397,0.796,0.66
P60913,0.834,0.63,0.925,0.838
D16063,0.642,0.574,0.761,0.746
D33280,0.272,0.252,0.556,0.452
D71566,0.58,0.328,0.887,0.655
X60441,0.378,0.365,0.602,0.7
A54317,0.514,0.352,0.753,0.576
A48851,0.417,0.466,0.819,0.818
S16129,0.451,0.382,0.683,0.696
X10800,0.765,0.792,0.893,0.926
S19044,0.696,0.408,0.793,0.666
S43003,0.676,0.517,0.827,0.677
A39760,0.68,0.445,0.82,0.64
D37911,0.441,0.334,0.771,0.739
S76596,0.455,0.409,0.808,0.668
S81578,0.192,0.175,0.922,1.0
A22146,0.145,0.136,0.518,0.557
S79532,0.476,0.357,0.684,0.818
P24298,0.278,0.219,0.749,0.602
D45760,0.514,0.42,0.778,0.658
D56117,0.482,0.485,0.782,0.846
A54476,0.214,0.202,0.303,0.261
A55861,0.188,0.163,0.538,0.431
P13370,0.171,0.161,0.6,0.399
A20011,0.176,0.158,1.0,1.0
P95207,0.726,0.574,0.825,0.839
S31723,0.216,0.251,0.258,0.347
P77340,0.265,0.162,0.632,0.482
P47139,0.138,0.211,0.757,0.854
S92034,0.516,0.377,0.833,0.813
D79492,0.535,0.371,0.79,0.539
P32138,0.483,0.36,0.786,0.661
S66264,0.213,0.221,0.237,0.474
D11054,0.323,0.214,0.754,0.743
D13287,0.058,0.14,0.79,0.921
X98239,0.473,0.44,0.672,0.672
D96287,0.445,0.398,0.855,0.892
D72806,0.527,0.465,0.755,0.778
A66159,0.554,0.47,0.727,0.744
S87887,0.698,0.472,0.794,0.665
A98654,0.475,0.443,0.703,0.729
A26335,0.379,0.095,0.815,0.758
A26799,0.183,0.193,0.248,0.29
S55016,0.57,0.493,0.715,0.717
X43676,0.275,0.245,0.434,0.333
S80903,0.524,0.352,0.77,0.785
S42734,0.187,0.17,0.821,0.918
D93051,0.235,0.186,0.486,0.431
P94842,0.169,0.102,0.351,0.197
S22527,0.622,0.488,0.738,0.68
P47894,0.242,0.211,0.948,0.701
A19818,0.309,0.26,0.524,0.378
P76792,0.545,0.395,0.684,0.643
D67569,0.569,0.538,0.67,0.707
X81133,0.245,0.249,1.0,0.956
P53129,0.165,0.227,0.58,0.442
D48342,0.493,0.479,0.682,0.698
D55883,0.475,0.337,0.747,0.754
S49133,0.268,0.086,0.481,0.363
X37786,0.484,0.352,0.682,0.645
A16066,0.749,0.726,0.849,0.874
A32247,0.499,0.38,0.766,0.787
D66183,0.287,0.273,0.686,0.702
X59436,0.505,0.375,0.705,0.617
D52847,0.48,0.409,0.795,0.775
D83427,0.383,0.369,0.645,0.508
P38638,0.382,0.355,0.689,0.764
P35217,0.438,0.355,0.68,0.733
S21759,0.427,0.414,0.682,0.691
D12791,0.274,0.233,0.734,0.723
A48594,0.153,0.155,0.339,0.321
D50032,0.468,0.434,0.714,0.709
S45477,0.327,0.174,0.813,0.789
S67962,0.459,0.452,0.682,0.659
P16165,0.591,0.455,0.818,0.798
D16746,0.653,0.625,0.746,0.811
P32711,0.441,0.397,0.82,0.563
D64291,0.43,0.321,0.694,0.455
X72124,0.538,0.325,0.818,0.584
P10634,0.733,0.638,0.866,0.815
D56797,0.257,0.208,0.933,1.0
D88056,0.531,0.352,0.712,0.654
S44559,0.243,0.228,0.724,0.856
D26543,0.767,0.72,0.897,0.923
A67594,0.619,0.542,0.76,0.671
D17910,0.828,0.761,0.922,0.886
X55396,0.656,0.437,0.805,0.546
X99021,0.671,0.616,0.801,0.776
A13963,0.469,0.445,0.758,0.745
A67580,0.718,0.643,0.786,0.821
A54740,0.322,0.218,0.484,0.278
S80161,0.794,0.485,0.866,0.626
X47147,0.528,0.393,0.691,0.741
P59032,0.789,0.612,0.919,0.831
A42902,0.646,0.405,0.783,0.656
X66512,0.411,0.176,0.801,0.739
P57164,0.199,0.219,0.444,0.416
P74769,0.114,0.199,0.508,0.53
X82803,0.359,0.387,0.559,0.743
S54216,0.516,0.51,0.819,0.863
X32355,0.638,0.439,0.701,0.668
X62188,0.194,0.123,0.596,0.669
P32960,0.216,0.2,0.814,0.822
D27440,0.526,0.541,0.69,0.673
A89539,0.533,0.439,0.724,0.664
X32724,0.391,0.378,0.849,0.741
S70806,0.706,0.576,0.785,0.755
X57430,0.218,0.383,0.399,0.556
S34436,0.52,0.328,0.818,0.701
P65270,0.455,0.348,0.65,0.598
S76862,0.496,0.326,0.792,0.792
P35108,0.233,0.291,0.578,0.475
A35299,0.341,0.232,0.477,0.607
D46637,0.378,0.447,0.717,0.769
D91813,0.372,0.427,0.7,0.641
D52521,0.475,0.37,0.724,0.63
S79615,0.237,0.099,0.96,0.858
X19101,0.683,0.554,0.842,0.69
S71182,0.183,0.138,0.402,0.424
P72226,0.18,0.233,0.599,0.452
A90971,0.161,0.27,0.847,0.822
D52777,0.614,0.464,0.809,0.729
X97639,0.242,0.258,0.375,0.277
X29651,0.141,0.133,0.474,0.276
S16666,0.243,0.298,0.352,0.353
P83759,0.557,0.395,0.799,0.707
A28607,0.532,0.408,0.805,0.741
A78605,0.459,0.471,0.684,0.735
D79488,0.337,0.442,0.643,0.672
P73196,0.395,0.344,0.653,0.668
P88637,0.476,0.412,0.801,0.758
X65042,0.329,0.469,0.553,0.7
D94192,0.516,0.432,0.739,0.681
X69131,0.613,0.48,0.775,0.687
A84117,0.148,0.309,0.445,0.531
X69544,0.592,0.433,0.76,0.672
X85324,0.37,0.342,0.593,0.61
X53844,0.201,0.222,0.675,0.524
P66096,0.259,0.203,0.882,0.77
X42766,0.595,0.363,0.799,0.685
S90144,0.661,0.481,0.753,0.794
D52929,0.673,0.426,0.837,0.675
P59241,0.191,0.282,0.507,0.474
X29797,0.39,0.426,0.679,0.818
D44400,0.604,0.531,0.721,0.616
S83603,0.212,0.19,0.886,0.89
D51572,0.201,0.1,0.675,0.511
S39841,0.555,0.47,0.813,0.775
A29092,0.723,0.499,0.786,0.603
D85726,0.593,0.466,0.786,0.728
D31923,0.483,0.471,0.774,0.665
S95875,0.592,0.3,0.803,0.638
A38520,0.234,0.189,0.417,0.294
D36102,0.65,0.525,0.763,0.657
S57071,0.286,0.193,0.501,0.497
P37921,0.472,0.381,0.72,0.657
D55119,0.193,0.206,1.0,0.921
S51657,0.479,0.389,0.77,0.745
P58472,0.315,0.121,0.549,0.446
D62006,0.143,0.244,0.359,0.348
A75891,0.582,0.51,0.817,0.705
X86243,0.174,0.188,0.342,0.349
S39712,0.554,0.444,0.802,0.648
D60341,0.422,0.424,0.832,0.733
P16293,0.266,0.143,0.827,0.699
S79283,0.662,0.55,0.817,0.716
D80258,0.252,0.234,0.439,0.401
X59674,0.579,0.53,0.744,0.69
S76299,0.503,0.474,0.835,0.898
X40949,0.293,0.246,0.871,0.82
P68384,0.555,0.507,0.71,0.777
X74005,0.078,0.224,0.569,0.445
A79969,0.445,0.344,0.672,0.69
A86239,0.4,0.492,0.879,0.757
X31481,0.493,0.446,0.768,0.747
S70250,0.632,0.443,0.749,0.589
P89066,0.445,0.468,0.732,0.84
X12521,0.418,0.361,0.756,0.65
X83934,0.63,0.62,0.729,0.771
A35126,0.926,0.725,0.973,0.903
P47704,0.486,0.489,0.769,0.788
P31089,0.275,0.273,0.66,0.804
X25386,0.49,0.31,0.816,0.795
D11138,0.297,0.201,0.817,0.78
A37655,0.569,0.506,0.814,0.694
X33537,0.147,0.171,0.516,0.36
A18472,0.565,0.457,0.743,0.696
P11881,0.238,0.165,0.861,0.732
X99966,0.568,0.467,0.752,0.72
D37055,0.311,0.196,0.792,0.839
P68329,0.616,0.472,0.747,0.656
P42894,0.185,0.181,0.317,0.293
A57842,0.648,0.504,0.778,0.738
P97307,0.647,0.55,0.763,0.739
P36060,0.168,0.239,1.0,0.985
P36133,0.536,0.506,0.748,0.69
S29262,0.545,0.462,0.81,0.744
A87279,0.517,0.445,0.79,0.808
D70179,0.429,0.389,0.772,0.684
S38082,0.379,0.429,0.707,0.713
S24435,0.446,0.42,0.591,0.728
X26286,0.096,0.222,0.531,0.464
X90360,0.178,0.193,0.538,0.507
D87830,0.764,0.602,0.881,0.763
S85821,0.206,0.236,0.397,0.363
S81961,0.273,0.169,0.943,0.84
P53537,0.584,0.427,0.755,0.632
X19034,0.508,0.509,0.773,0.675
X78387,0.236,0.131,0.423,0.265
D69579,0.506,0.314,0.655,0.63
D81718,0.193,0.217,0.892,0.816
X21385,0.565,0.553,0.681,0.746
X41606,0.382,0.219,0.915,0.779
D62564,0.775,0.66,0.901,0.866
X94972,0.499,0.383,0.714,0.747
X76379,0.387,0.44,0.751,0.739
S65532,0.317,0.236,0.928,0.644
P26333,0.616,0.433,0.866,0.692
X21563,0.344,0.357,0.758,0.719
D46152,0.517,0.286,0.742,0.735
P60155,0.62,0.542,0.816,0.779
P10747,0.313,0.213,0.767,0.829
X69339,0.45,0.337,0.742,0.691
P76367,0.316,0.272,0.864,0.713
X38152,0.264,0.333,0.651,0.541
S42107,0.261,0.115,0.452,0.287
X46466,0.344,0.185,0.779,0.82
A25407,0.688,0.608,0.799,0.726
S50738,0.191,0.313,0.822,0.938
P66217,0.686,0.572,0.819,0.745
P11215,0.135,0.154,0.58,0.374
X56141,0.908,0.724,0.943,0.851
S59201,0.651,0.533,0.814,0.706
S20222,0.172,0.197,0.911,0.992
D74360,0.246,0.185,0.412,0.508
X17272,0.642,0.572,0.725,0.739
P29795,0.612,0.56,0.786,0.689
P58590,0.17,0.179,0.429,0.281
A57840,0.614,0.556,0.795,0.731
D68328,0.26,0.163,0.85,0.788
S90367,0.492,0.429,0.696,0.627
A22793,0.392,0.378,0.672,0.648
S29281,0.398,0.376,0.665,0.575
D13057,0.324,0.366,0.658,0.608
A39762,0.488,0.362,0.776,0.843
S49464,0.38,0.348,0.806,0.73
P82713,0.362,0.427,0.646,0.853
P83099,0.477,0.341,0.842,0.716
D60234,0.465,0.469,0.747,0.719
A21741,0.476,0.378,0.751,0.72
A23768,0.29,0.412,0.596,0.624
S38006,0.625,0.511,0.841,0.679
D27739,0.12,0.222,0.58,0.581
A71378,0.268,0.164,0.883,0.908
S90841,0.559,0.485,0.625,0.733
D56584,0.157,0.185,0.365,0.459
S49277,0.324,0.204,0.738,0.69
X79057,0.531,0.434,0.803,0.631
D49301,0.357,0.422,0.725,0.783
S36341,0.189,0.204,1.0,0.986
S44022,0.51,0.633,0.953,0.878
P84389,0.135,0.29,0.448,0.626
S36707,0.677,0.505,0.743,0.687
A42729,0.231,0.245,0.872,0.985
P40706,0.129,0.123,0.798,0.92
P44688,0.76,0.763,0.885,0.869
D39286,0.54,0.321,0.753,0.785
S89326,0.587,0.48,0.758,0.744
X64539,0.538,0.354,0.885,0.702
P42056,0.484,0.437,0.757,0.714
P53016,0.427,0.448,0.64,0.809
X21472,0.347,0.219,0.782,0.766
X88382,0.481,0.385,0.785,0.744
D89252,0.171,0.226,0.304,0.504
S25570,0.689,0.517,0.777,0.689
X52527,0.388,0.408,0.724,0.74
P69507,0.596,0.37,0.792,0.712
X38576,0.455,0.442,0.693,0.704
P92081,0.669,0.456,0.784,0.636
S78789,0.15,0.235,0.526,0.338
P39467,0.474,0.438,0.797,0.647
S76559,0.332,0.314,0.797,0.807
S75650,0.526,0.359,0.814,0.737
D17182,0.78,0.661,0.868,0.787
A44566,0.219,0.259,0.91,0.746
S73749,0.18,0.268,0.393,0.33
S26602,0.143,0.22,0.514,0.401
D85114,0.152,0.244,0.426,0.402
D67751,0.121,0.12,0.287,0.291
P82889,0.668,0.619,0.881,0.855
D59736,0.235,0.157,0.767,0.663
X98859,0.563,0.501,0.807,0.79
A72812,0.471,0.365,0.746,0.662
X13123,0.341,0.212,0.935,0.844
D75236,0.304,0.203,0.756,0.838
S27664,0.289,0.258,0.757,0.777
P45088,0.214,0.184,0.559,0.294
D12391,0.309,0.185,0.798,0.762
X30896,0.563,0.563,0.772,0.772
P26364,0.32,0.158,0.503,0.315
D44193,0.241,0.141,0.469,0.353
D74902,0.524,0.497,0.79,0.77
D81118,0.456,0.407,0.71,0.8
S97228,0.61,0.515,0.778,0.727
P51520,0.587,0.456,0.747,0.663
P99528,0.283,0.201,0.912,0.676
P94427,0.59,0.294,0.808,0.734
S52057,0.396,0.394,0.772,0.777
S92175,0.514,0.342,0.633,0.664
P89603,0.345,0.364,0.682,0.593
X88323,0.583,0.433,0.841,0.714
A31863,0.358,0.166,0.848,0.778
X57971,0.3,0.174,0.467,0.201
P84472,0.32,0.228,0.806,0.846
D79690,0.241,0.176,0.302,0.225
S91564,0.372,0.249,0.759,0.721
S48043,0.489,0.456,0.865,0.704
D96367,0.356,0.283,0.914,0.666
D92797,0.463,0.362,0.784,0.518
P39465,0.642,0.595,0.744,0.752
X19490,0.15,0.186,0.321,0.238
P92242,0.559,0.412,0.778,0.843
A85351,0.355,0.352,0.841,0.795
A77421,0.603,0.447,0.779,0.776
D66798,0.491,0.424,0.757,0.714
S43397,0.199,0.239,0.978,1.0
X99807,0.541,0.373,0.772,0.741
A45202,0.493,0.359,0.735,0.642
P90518,0.152,0.282,0.176,0.351
A18475,0.37,0.177,0.898,0.734
X64143,0.372,0.199,0.586,0.562
D87991,0.816,0.726,0.912,0.885
P36631,0.309,0.21,0.545,0.363
D93689,0.48,0.386,0.813,0.683
P63605,0.237,0.238,0.964,0.832
P13268,0.517,0.491,0.743,0.872
A88073,0.431,0.461,0.641,0.641
X73632,0.542,0.376,0.694,0.792
S11635,0.283,0.235,0.829,0.899
A99481,0.521,0.467,0.74,0.676
A98190,0.563,0.493,0.758,0.801
D27227,0.303,0.186,0.87,0.653
D97966,0.554,0.399,0.849,0.754
D53767,0.328,0.248,0.903,0.61
X24544,0.709,0.567,0.855,0.683
S15870,0.224,0.283,0.611,0.713
P58564,0.583,0.423,0.726,0.689
A79625,0.348,0.119,0.836,0.708
A47257,0.258,0.282,0.9,0.838
A60653,0.623,0.556,0.706,0.789
P51452,0.284,0.227,0.532,0.265
P93582,0.863,0.704,0.923,0.868
S17443,0.19,0.208,0.401,0.404
D88171,0.248,0.255,0.78,0.921
D34418,0.198,0.258,0.554,0.326
P36241,0.571,0.428,0.794,0.627
P66047,0.503,0.476,0.668,0.73
D28039,0.363,0.202,0.704,0.645
S99483,0.538,0.471,0.804,0.788
A71004,0.207,0.156,0.819,0.739
P21557,0.583,0.534,0.706,0.74
S48283,0.212,0.111,0.507,0.251
X28087,0.251,0.227,0.542,0.52
S48349,0.164,0.244,0.992,0.894
D81637,0.469,0.421,0.675,0.756
S84805,0.736,0.757,0.91,0.858
D97810,0.554,0.365,0.834,0.729
X75012,0.69,0.457,0.82,0.73
P11695,0.218,0.116,0.351,0.002
D50676,0.571,0.446,0.821,0.756
X78382,0.236,0.304,0.466,0.476
P22360,0.655,0.496,0.8,0.623
D54854,0.271,0.289,0.965,0.885
P66558,0.274,0.276,0.745,0.918
X80499,0.54,0.498,0.729,0.685
P81302,0.218,0.251,0.658,0.528
X99199,0.612,0.517,0.793,0.677
S96954,0.228,0.188,0.548,0.337
P56672,0.388,0.499,0.734,0.744
P27517,0.864,0.703,0.934,0.897
S40971,0.644,0.438,0.791,0.757
D24825,0.232,0.185,0.547,0.378
A30167,0.135,0.234,0.488,0.564
D35586,0.462,0.415,0.728,0.659
A50733,0.701,0.493,0.829,0.716
D87590,0.462,0.353,0.785,0.804
X22084,0.387,0.366,0.665,0.619
D95912,0.605,0.526,0.721,0.749
X50053,0.569,0.423,0.791,0.668
P74844,0.244,0.118,0.99,0.807
X66034,0.281,0.148,0.824,0.659
X98266,0.826,0.69,0.912,0.928
P62785,0.234,0.182,0.975,0.86
D15578,0.248,0.182,0.536,0.539
S80896,0.256,0.15,0.553,0.622
S18502,0.626,0.559,0.744,0.678
P52499,0.175,0.191,0.326,0.331
A32550,0.484,0.427,0.84,0.853
A62974,0.572,0.432,0.692,0.656
A47345,0.516,0.398,0.756,0.628
X68266,0.658,0.436,0.822,0.683
P94789,0.627,0.465,0.776,0.741
X20200,0.258,0.167,0.55,0.368
X19481,0.188,0.25,0.394,0.342
P33593,0.815,0.717,0.9,0.851
X45533,0.242,0.19,0.798,0.907
D67239,0.568,0.393,0.741,0.543
A47608,0.18,0.157,0.965,0.92
D66288,0.142,0.219,0.485,0.599
P65856,0.413,0.198,0.859,0.753
S72739,0.586,0.506,0.733,0.741
X96738,0.539,0.446,0.806,0.631
S34986,0.232,0.225,0.385,0.295
S41119,0.435,0.46,0.649,0.716
X49363,0.259,0.219,0.848,0.816
X88675,0.186,0.275,0.479,0.361
X27791,0.328,0.112,0.822,0.677
X42455,0.163,0.181,0.51,0.564
P11810,0.332,0.182,0.571,0.487
D44424,0.161,0.199,0.442,0.48
D93090,0.291,0.202,0.591,0.381
A22558,0.268,0.209,0.915,0.878
A59120,0.523,0.391,0.673,0.578
D99800,0.762,0.645,0.903,0.895
A79273,0.213,0.214,0.533,0.404
A68075,0.205,0.156,0.605,0.5
P68451,0.222,0.147,0.818,0.853
X32860,0.454,0.366,0.851,0.626
P35929,0.184,0.138,0.555,0.478
P11864,0.235,0.223,0.7,0.927
X68927,0.584,0.503,0.739,0.758
P69765,0.293,0.224,0.7,0.735
A36803,0.673,0.477,0.804,0.727
P14124,0.523,0.417,0.758,0.719
P42040,0.374,0.378,0.721,0.85
S88822,0.264,0.203,0.814,0.65
S58563,0.168,0.116,0.48,0.428
D15474,0.533,0.425,0.748,0.636
A24819,0.73,0.554,0.87,0.677
P74521,0.336,0.146,0.846,0.627
A40576,0.433,0.387,0.797,0.791
X66977,0.18,0.224,0.854,0.938
